gene,log2fc,coef_adjusted,pval,padj
CPVL,1.0415193663885312,0.7148148108066503,2.216519403994299e-40,1.4082958285923778e-38
NEAT1,1.883015342586978,1.3024236147889459,2.29203508867456e-40,1.4431561472744595e-38
SLC7A7,1.126394352433185,0.7778837196603565,2.3526833842374042e-40,1.4681164439674302e-38
CTSZ,0.9738192557896409,0.6720303700433101,8.725178530802892e-39,5.39648431431694e-37
AES,-1.7407387390597495,-1.210035003113541,1.2849543519594295e-38,7.877671899863555e-37
NPM1,-1.7490749101297207,-1.2225623469016853,1.4917630700641675e-38,9.066027910155187e-37
STX11,1.0236807239017627,0.7056983452579468,1.8529236252962003e-38,1.1163864842409606e-36
TALDO1,1.6646400276886248,1.1471514655035961,1.906540771416523e-38,1.1388729445666732e-36
CXCR4,-1.9171048837277496,-1.3342235097482102,2.1999230541167977e-38,1.3029883241713814e-36
RPS10,-1.2768170862011812,-0.8937830512176267,2.491795267982939e-38,1.4634585821792237e-36
IGSF6,1.0442732385854718,0.7213861015135479,4.542322507156462e-38,2.6455243335430428e-36
GAPDH,1.8114784710299892,1.2473200832710356,8.038068197486766e-38,4.642814762994629e-36
RPS4X,-0.9854341041156607,-0.685659161070165,1.651833518057661e-37,9.462839719430321e-36
IFI6,1.8379357660907711,1.2699728692148526,1.239975379270105e-36,7.045681240421759e-35
ODF3B,1.0482344289914696,0.7262943890390328,3.0288075539766894e-36,1.7071238705437969e-34
CEBPB,1.5472470779667837,1.0706668589782131,3.323384390056942e-36,1.8581706801686373e-34
APOBEC3A,1.0483041679563945,0.7235489967072584,4.977325463769942e-36,2.760835529070486e-34
ANXA2,1.6055688026314743,1.1016643952722487,1.493053620706208e-35,8.216497444972983e-34
VCAN,0.9670150201822301,0.6661491268548503,2.5767866957062043e-35,1.4069657981477079e-33
RPS14,-0.7357624183091989,-0.5096526044771792,1.0967589868146722e-34,5.9420531463936e-33
LCK,-1.5180924070098696,-1.0549143346524135,1.904079786018508e-34,1.0236625864987195e-32
RPSAP58,-1.6595094412480855,-1.1602737189620793,2.5799803326866433e-34,1.376449049247859e-32
BTG1,-1.6892720708757998,-1.1737361024759516,1.1611457492289451e-33,6.147914879819013e-32
FOLR3,0.9783325964962335,0.6775933345287276,1.5369915689831058e-33,8.076717350092426e-32
C1orf162,1.5781888206488135,1.0915995241507461,1.86776268820078e-33,9.741636886444216e-32
S100A12,1.0294193550044275,0.716045846687989,3.993852904937688e-33,2.067632440934037e-31
MYL12A,-1.5864510391789137,-1.1073951503723516,4.6987182915631865e-33,2.4146575102746404e-31
CD2,-1.4695582150057815,-1.0217988672225515,6.885246876063019e-33,3.5124810523214915e-31
RGS2,1.3912031772466622,0.9619448374322499,1.5949051567676445e-32,8.077385609165991e-31
CAPG,1.2546375156153098,0.8653805950781928,1.940614017424937e-32,9.757518969627975e-31
CD33,0.8100324381536994,0.5592803751223818,3.5636866459957697e-32,1.7790432834903168e-30
CTSB,1.1682256066112204,0.8054087991851792,3.8376608576425883e-32,1.902227782557734e-30
CNPY3,1.3012350109880317,0.8980208768659379,5.717775744615852e-32,2.814192583036633e-30
ARPC3,1.590928263528825,1.094322198076065,7.831637648056877e-32,3.827644442116749e-30
LILRA5,0.8602616051733658,0.5947869860519317,9.707264075305871e-32,4.711393654327273e-30
RBP7,0.9233218818259539,0.643762894213518,1.3294033365316894e-31,6.407724082082743e-30
RPS26,-1.3370761954278412,-0.9325470492969274,2.7509721365015805e-31,1.316886593288325e-29
CCL3,1.2483864622043994,0.8630573244401794,3.511195445315568e-31,1.66937040593949e-29
PILRA,0.7714255147140398,0.5304448266285468,3.9281969553044392e-31,1.8550113865285625e-29
RPL11,-0.5704650770507294,-0.39547949578139624,8.36839594152091e-31,3.925283170153667e-29
SMCO4,0.8438097447918296,0.5840800181459613,8.467055845015611e-31,3.9450835533876073e-29
RPL10A,-1.0825908872063803,-0.7560138723204206,9.338317966477706e-31,4.322218825676337e-29
RPL35A,-0.920652711084563,-0.639629292743715,1.4298021802204671e-30,6.574268051026872e-29
PLBD1,0.8220185110316065,0.5656651780784275,1.685615779024028e-30,7.69984881019538e-29
RPL14,-0.9348756763109173,-0.6518094447740355,2.1210527779402675e-30,9.625998613652293e-29
ARPC1B,1.6204385946077235,1.1157405757144692,2.727467897013531e-30,1.22982407304694e-28
C19orf38,0.7998217421806489,0.5542432600366265,2.7674994887005986e-30,1.2398752517005438e-28
RPS5,-1.1535877332396598,-0.8064979414549907,6.352219544834906e-30,2.827749197379055e-28
RPL36,-1.009055233281064,-0.7018723447284814,7.33461991818223e-30,3.244408772669342e-28
CD7,-1.442478256757551,-1.0001656444428737,2.1544592046810385e-29,9.470135460072818e-28
SH3BGRL3,1.5308217029134803,1.0527881669265469,2.483668819943609e-29,1.0848975864116176e-27
APLP2,0.9666910048680046,0.6698100828343394,3.3364181158177566e-29,1.4483370317670994e-27
BST1,0.7631773127699849,0.5270177357201723,3.685272590753088e-29,1.5898993911588476e-27
RNASE6,0.806990409025238,0.5587595343183007,4.964837232083381e-29,2.1287881849712118e-27
HCK,0.7972018444687304,0.547342525310677,1.25483994253364e-28,5.347607535590006e-27
ACTB,1.0187891073545972,0.6987082363777082,1.824830023302582e-28,7.729537595673785e-27
CTSD,1.1460088877727628,0.7913527831669752,3.326918513775382e-28,1.400712861010611e-26
TGFBI,0.7420905199476959,0.5105551247013931,4.2277236006077465e-28,1.7693149847094334e-26
GLTSCR2,-1.4504399356052684,-1.008538293073319,6.964678520477533e-28,2.897389177358183e-26
RAB32,0.769482712698568,0.5329713795106906,1.0429532295015515e-27,4.313136166264109e-26
ATP6V0B,1.3239663879091963,0.9134044275002949,1.7586067259594887e-27,7.229942592782863e-26
C5AR1,0.8295852317216175,0.5766896786219904,2.6909595060930696e-27,1.099831344332425e-25
EEF1B2,-1.384865874536344,-0.96662833793273,3.4531342655866156e-27,1.4031369408247009e-25
HLA-DMB,0.7508643008727875,0.5156492386055015,4.1342572567066266e-27,1.6701921368278968e-25
HINT1,-1.4753898027312378,-1.0305156223378666,4.2550522128073856e-27,1.7091126388109664e-25
STXBP2,1.1564613913529265,0.7997208466743088,6.2169927370109294e-27,2.482889270798251e-25
KLF4,0.842415739415261,0.5809294564070553,7.456898117951135e-27,2.9611511901341185e-25
HSPA8,-1.4537669399862094,-1.0152447652864147,9.209965939251888e-27,3.6366357033577087e-25
RPS8,-0.9246791689065631,-0.6453738782447819,1.1223994066487695e-26,4.406994074757443e-25
IL1B,0.9335437566713103,0.6458887783416267,1.6778090620359512e-26,6.550953929926963e-25
FKBP1A,1.3805043945104631,0.9494958538622921,1.720018469347055e-26,6.678449490148092e-25
RPL32,-0.5828443882598343,-0.4035285907274053,1.7309193701177517e-26,6.683643910360754e-25
IFITM1,-1.404614556343595,-0.9779546963896117,2.0707327079475642e-26,7.951841151563475e-25
DDX5,-1.4371541038434654,-1.0024310938307734,2.1897628205966943e-26,8.36297942795098e-25
PGLS,1.1870763669983166,0.8193287347783402,2.2562729836892707e-26,8.570158632067561e-25
MSRB1,0.8516426086340507,0.5900362037399396,2.5208696186238873e-26,9.523436629493162e-25
MPEG1,0.7697191888435044,0.5312011847287946,2.8473670490018277e-26,1.0699058228749341e-24
FAM26F,0.9443681727339646,0.6533073663562308,3.3676906991039896e-26,1.2519569306403076e-24
RPL18,-0.8460641793706647,-0.5896192187383851,3.362016041636939e-26,1.2519569306403076e-24
FCGR2A,0.7551625772744763,0.5203461569814327,4.846185981587923e-26,1.7920631653607404e-24
RPS21,-1.3114048610815023,-0.9151251778513467,1.3972128075833684e-25,5.139537006421138e-24
LINC00936,1.2221135325453423,0.844512190657889,2.2507508728954784e-25,8.235862749040052e-24
HLA-A,-1.1554279476038918,-0.8101286787873198,2.5046542392385114e-25,9.117202332311435e-24
PLAUR,0.8013571172962267,0.5527253983781031,5.6647904940862315e-25,2.051358588765216e-23
CD69,-1.3269983560525822,-0.9220777123408503,5.8325263487539e-25,2.1012127139918047e-23
EIF4A2,-1.4226159804094052,-0.9923923410604811,7.78547895986421e-25,2.790395510281587e-23
RP11-290F20.3,0.6809073049422874,0.4707912326437079,1.0151671573367743e-24,3.6198996237891405e-23
AGTRAP,0.9015557575327567,0.6226715492398585,2.146052120752703e-24,7.613582879157685e-23
TMSB4X,0.4697864332356412,0.32828318387571964,3.7350356931459555e-24,1.3183921444139942e-22
PRELID1,1.3284383667882564,0.9135144290751775,5.715191329549931e-24,2.0072096584032396e-22
EIF4EBP1,0.749526103866424,0.5167722233708606,1.0645515883584079e-23,3.7200755255184565e-22
ASAH1,1.0456378349287427,0.7195809450042219,1.1263553776643816e-23,3.916466534575305e-22
RPS16,-0.8353837127867825,-0.5828332862396404,1.9009698735480596e-23,6.577167547637321e-22
SERF2,1.2648159648413235,0.8729166625580539,2.5472550805247722e-23,8.769835348663859e-22
IL8,0.9097155603942682,0.6323602053871709,2.957342932435133e-23,1.0131798899406443e-21
FCGR1A,0.6118838738363331,0.42249152084414243,3.179161192907558e-23,1.0838613452307766e-21
TMSB10,0.6239599366363042,0.4311994746580602,4.263744314777799e-23,1.4465683988340796e-21
RPS28,-0.8450216205411343,-0.5860803548653978,6.274738019107772e-23,2.118557681910349e-21
MS4A7,0.6954561342963639,0.48025573381099024,6.375799016250559e-23,2.1423297752199594e-21
NCF1,0.9586989710824099,0.6630443634184282,7.014041762969795e-23,2.3455089895404737e-21
IL2RG,-1.1711902435467936,-0.8174803208100512,1.209647495597892e-22,4.025822069873174e-21
RPS7,-0.7371424070997221,-0.5152437398527241,1.4363841644540617e-22,4.757767263208264e-21
NOSIP,-1.357077605740535,-0.9428859035896807,1.5244382439044467e-22,5.025612682381216e-21
RPL22,-1.240894210002212,-0.8661010112372409,1.6032477490465314e-22,5.260609632904323e-21
RPL35,-0.8627440887472451,-0.6007265467515933,2.9925440948259207e-22,9.773313401279608e-21
VSTM1,0.6223707309510065,0.4313293297316022,4.235561296826859e-22,1.376852925745252e-20
FOSB,1.337241040798693,0.9261255216974394,5.32346553376094e-22,1.7224861396044077e-20
MT-CO1,0.7826445449690989,0.5418958432546809,5.359169861641374e-22,1.726047841613436e-20
MAFB,0.677229627936237,0.46745601123606434,9.698108693227916e-22,3.10917805765917e-20
TIMP1,1.150994922795252,0.7921987069728016,1.1527275956286774e-21,3.6787274729903314e-20
NFKBIA,1.404411616815577,0.9703465867530872,1.2395268144093173e-21,3.9377513208666904e-20
ATP6V1F,1.0991538483803738,0.7551173697012863,2.2266118163715507e-21,7.041533929692656e-20
CD63,1.0876963641798936,0.7492321436575314,3.707664575057748e-21,1.167246293472009e-19
RPL36A,-1.0954238886484613,-0.7617777213433297,3.762066857546388e-21,1.1790621196139779e-19
SLC11A1,0.6514753549565195,0.4512403167115844,4.472642543146009e-21,1.395504407769976e-19
PGD,0.7477864993529467,0.5173843376717469,5.510543273270548e-21,1.7116971971950158e-19
ATP5G2,1.2222027915411402,0.8419221865850868,6.905015608327804e-21,2.135360800292169e-19
QPCT,0.5629256586065429,0.3891649884347431,8.990079247124916e-21,2.767914707407755e-19
RPL19,-0.6348079143221268,-0.44135609348725124,1.118941507995127e-20,3.429948333060501e-19
BID,0.8238930359346857,0.5682448097455552,1.227946790624381e-20,3.7476507072811346e-19
C4orf48,0.8352120741012214,0.5796532653128266,1.6681705324503868e-20,5.069062544041632e-19
IFNGR2,0.7879064401635719,0.542963467630209,1.81967004779589e-20,5.5054865645218505e-19
LRRC25,0.5416933254659612,0.37349254900158396,2.748364444587614e-20,8.279447889320187e-19
RPL10,-0.4107385978190079,-0.28607676603231963,3.3117987068474806e-20,9.933974747706886e-19
CD27,-0.9801088333143446,-0.6820496060730881,4.1924886634053706e-20,1.25219244737351e-18
H3F3A,1.0867329173697602,0.7492693586811008,4.296276356145785e-20,1.277730870344804e-18
RARRES3,-1.1532999202734409,-0.8055706771075257,4.408810096787441e-20,1.3056429562053994e-18
SCO2,0.7206812166593765,0.4985485269972216,5.3361967313619344e-20,1.5736151458012051e-18
CLIC1,1.2980721640473394,0.8899297289071734,5.3782222618148424e-20,1.5793443440262157e-18
SPOCK2,-0.9551494211512523,-0.6652640059556865,5.776146052888693e-20,1.6890997809054008e-18
RPL17,-0.9352158579943239,-0.6537832713668993,6.443407239304143e-20,1.876373883145694e-18
FGL2,0.6659612816560431,0.4587758152241822,6.846607818022888e-20,1.9855162672266376e-18
MT-ND1,1.0536984897920318,0.7319392541828369,7.538965439090753e-20,2.177265679909309e-18
RPL4,-0.9241133459852244,-0.6463163028469308,7.594228425967246e-20,2.1842001016084396e-18
EFHD2,0.7595903566122647,0.5246924068799289,8.72383802973244e-20,2.4988075405655746e-18
RHOH,-0.9850982219985256,-0.6854809837616879,9.226405816113852e-20,2.6319734795436617e-18
PRDX2,-0.9932820164398323,-0.6945871836562938,1.0264599930373473e-19,2.9162312566414717e-18
ISG20,-1.1257817502308116,-0.7856170640133724,1.1531762236467797e-19,3.2629751526588437e-18
TMEM176B,0.5183172715780374,0.3560538785478541,1.8541262442328487e-19,5.2251969036062014e-18
C20orf24,0.9952095119993772,0.6854083625963525,2.423635104142784e-19,6.8027251979333e-18
FES,0.4891558073064141,0.33788603456768196,2.691471381105924e-19,7.524277393019721e-18
GPBAR1,0.4917219174442754,0.34061233893346055,2.799985143005608e-19,7.796452655165813e-18
PIK3IP1,-0.9855823531607044,-0.6855905223398832,6.509180367972565e-19,1.8052643488793755e-17
ATP6V0D1,0.7289648900251718,0.5009777608796365,6.924440108783714e-19,1.9128423683908845e-17
JUNB,-1.2819321942031427,-0.8974387810530793,8.446595644834117e-19,2.3241439748718755e-17
TNFAIP2,0.5653709939278356,0.3909423264519346,1.327512871474905e-18,3.6384264544071025e-17
CARD16,0.9737792698233152,0.6710603901194511,1.4813505397474506e-18,4.044202704021458e-17
TCEB2,1.155427775621241,0.7976496729143105,1.5675929106312224e-18,4.262998775253546e-17
CCR7,-0.94706417276889,-0.6580938748867979,1.84035734284362e-18,4.985371112067465e-17
LAMTOR1,0.9910436622388529,0.6834045932607067,2.0976003173616244e-18,5.660281319706716e-17
SCPEP1,0.6950117311265344,0.48042326355918136,2.8416511864826186e-18,7.638576977818086e-17
PRKCQ-AS1,-0.9015249726382524,-0.6259820304266566,3.2444038442658074e-18,8.687792516311773e-17
SLC31A2,0.503781426914101,0.34674905480089413,3.4387848681709656e-18,9.173155512842321e-17
RPL7A,-0.7804407592809428,-0.5470893194233934,5.031072322464757e-18,1.3369644282017562e-16
CYBB,0.6064972482243218,0.4189027959224009,7.542909123538028e-18,1.996870903954821e-16
RAB31,0.4912760954175763,0.3417918459247496,7.777891716733876e-18,2.051308875783134e-16
PRAM1,0.5522895205509206,0.3815398493409369,9.647258526730848e-18,2.534762776064733e-16
ACAP1,-0.9445441969771227,-0.6576081034680844,1.012003422276525e-17,2.649023190371024e-16
CLEC4E,0.43426204083872116,0.2999113617786836,1.0415361687557069e-17,2.716155329639416e-16
H2AFY,1.0058936762102528,0.6929057330691191,1.1413889286712194e-17,2.954506378697464e-16
RHOG,1.0617818463652346,0.7300272322522616,1.1383897675974506e-17,2.954506378697464e-16
CD36,0.5242281433055412,0.3612052622143245,1.60074720949243e-17,4.1282738919345364e-16
SERPINB1,1.0117403124176596,0.6966251980007027,1.952456414193052e-17,5.0168080436747205e-16
OSCAR,0.452181085214768,0.31209713970774267,2.196355352465144e-17,5.622830607464796e-16
DYNLT1,0.8906674499153069,0.6173489355654065,2.2649545960216563e-17,5.777287471385166e-16
BLVRA,0.8399805510703691,0.5800632513366988,4.0594479009304796e-17,1.031690231985568e-15
GIMAP7,-1.1954873505214132,-0.8327307039127476,5.262798721532758e-17,1.3326702994490017e-15
TBXAS1,0.5922339960620029,0.40892026674186127,5.738492019797523e-17,1.4478816146702124e-15
RPL37A,-0.8571553405248072,-0.5974253803966901,5.796745655128475e-17,1.4573185389817595e-15
MARCO,0.39366910474256056,0.2700269095831007,9.373254811939361e-17,2.3480171283385015e-15
EIF4A1,1.160754078318462,0.7973005561476052,1.048532418843252e-16,2.6172118126055313e-15
RPL7,-0.9494174973719712,-0.6571420045447001,1.1386767138591064e-16,2.832103755573415e-15
GNAI2,0.8128368732499938,0.5622892552230492,1.143339642669635e-16,2.8336172917085388e-15
LAT,-0.8491981332260122,-0.5896190722427463,1.8724715164693176e-16,4.624276829895428e-15
RPL37,-0.8467961375327367,-0.5905330119493618,2.2941295479028806e-16,5.645658947286349e-15
G0S2,0.6483006842085802,0.45206599291749705,2.351449067785563e-16,5.766413170088877e-15
CSTA,0.4058536455995634,0.28026282193957974,3.05948374828549e-16,7.476479691177373e-15
GCA,0.669820357363091,0.46342039571465476,3.078977267908416e-16,7.497899695265477e-15
CD3G,-0.837475967725854,-0.5833833444002341,3.2050944587438803e-16,7.777918462555895e-15
CATSPER1,0.43105594026133665,0.2986215368043479,3.402308166120744e-16,8.22793486955636e-15
TRAF3IP3,-1.073215424977245,-0.7492405703132916,3.5507197717302387e-16,8.557234649869875e-15
RPL38,-0.9127346298388394,-0.6365958426551208,3.598520638832727e-16,8.642632558351179e-15
LAMTOR4,1.0895075994674552,0.7515408512155044,7.512617304016169e-16,1.7981398060879795e-14
ID1,0.5804253662841234,0.40068234862516716,1.1521628847863033e-15,2.7482820483861686e-14
SYK,0.47443748904991223,0.3276322065757228,1.4774427269651506e-15,3.512192931550829e-14
CREG1,0.5261190925517778,0.362749131273745,1.6174772024110984e-15,3.832050226322429e-14
GLRX,0.958070718458808,0.6579587021784656,2.553204049700526e-15,6.028494291674654e-14
LYL1,0.4885609623127424,0.3377834566801088,2.6054032777446375e-15,6.131031484228038e-14
MGST1,0.4114800580225402,0.2842508098298181,4.182500571497382e-15,9.8092270114749e-14
